gmtamesQSAR_ID,Strain,Endpoint,TrainValTest,SMILES
gmtamesQSAR_6454,TA1535_S9,Negative,Test,CC(C)(C)S(=O)(=O)CC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)N[C@H](CC1CCCCC1)C(O)C(O)C1CC1
gmtamesQSAR_6469,TA1535_S9,Negative,Test,CC(C)=C1CC[C@@H](C)CC1=O
gmtamesQSAR_6504,TA1535_S9,Negative,Test,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21
gmtamesQSAR_6516,TA1535_S9,Negative,Test,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
gmtamesQSAR_6519,TA1535_S9,Negative,Test,OC[C@H]1OC(O[C@H]2[C@H](O)[C@@H](O)C(O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
gmtamesQSAR_6539,TA1535_S9,Negative,Test,O=C1CN(CCCN2CC(=O)NC(=O)C2)CC(=O)N1
gmtamesQSAR_6555,TA1535_S9,Negative,Test,O=c1[nH]c2ccc(F)cc2c(=O)n1-c1ccc(Cl)cc1Cl
gmtamesQSAR_6561,TA1535_S9,Negative,Test,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1
gmtamesQSAR_6590,TA1535_S9,Negative,Test,CC(C)CC1NC(=O)CNC1=O
gmtamesQSAR_6599,TA1535_S9,Negative,Test,O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2
gmtamesQSAR_6600,TA1535_S9,Negative,Test,O=C1CCc2ccccc2O1
gmtamesQSAR_6608,TA1535_S9,Negative,Test,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1
gmtamesQSAR_6614,TA1535_S9,Negative,Test,COc1cc(-c2ccc(N=Nc3cc(S([O])(=O)=O)c4ccccc4c3O)c(OC)c2)ccc1N=Nc1cc(S([O])(=O)=O)c2ccccc2c1N
gmtamesQSAR_6623,TA1535_S9,Negative,Test,O=C1O[C@@H](c2ccc(Cl)cc2)C[C@]1(Cn1cncn1)c1ccccc1
gmtamesQSAR_6682,TA1535_S9,Positive,Test,O=C1OCCN1P(=O)(Cl)N1CCOC1=O
gmtamesQSAR_6738,TA1535_S9,Negative,Test,O=C(O)CC(CC(=O)O)C1CCC[S+]([O-])C1
gmtamesQSAR_6755,TA1535_S9,Negative,Test,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1
gmtamesQSAR_6776,TA1535_S9,Positive,Test,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
gmtamesQSAR_6802,TA1535_S9,Negative,Test,N#CC1(C(=O)O)OC1(C(N)=O)c1cccc2c1OC(F)(F)O2
gmtamesQSAR_6811,TA1535_S9,Negative,Test,Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1
gmtamesQSAR_6829,TA1535_S9,Negative,Test,NC(=O)N1c2ccccc2C=Cc2ccccc21
gmtamesQSAR_6838,TA1535_S9,Negative,Test,O=C1NC(=O)C(O)(O)C(=O)N1
gmtamesQSAR_6848,TA1535_S9,Positive,Test,CC(C)CCCC(C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
gmtamesQSAR_6852,TA1535_S9,Negative,Test,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C
gmtamesQSAR_6859,TA1535_S9,Negative,Test,CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1
gmtamesQSAR_6861,TA1535_S9,Negative,Test,c1ccc(P(c2ccccc2)c2ccccc2)cc1
gmtamesQSAR_6883,TA1535_S9,Negative,Test,OC(Cc1ccccc1Cl)(Cn1[nH]cnc1=S)C1(Cl)CC1
gmtamesQSAR_6887,TA1535_S9,Positive,Test,CC12CCC(=O)NC1=CCC1C2CCC2(C)C(OC(=O)CCCc3ccc(N(CCCl)CCCl)cc3)CCC12
gmtamesQSAR_6906,TA1535_S9,Negative,Test,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
gmtamesQSAR_6918,TA1535_S9,Negative,Test,CC(C)N1C(=O)SCN(c2ccccc2)C1=O
gmtamesQSAR_6919,TA1535_S9,Negative,Test,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1
gmtamesQSAR_6920,TA1535_S9,Negative,Test,CC[C@H]1OC(=O)C(C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)[C@H](C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
gmtamesQSAR_6932,TA1535_S9,Negative,Test,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1
gmtamesQSAR_6933,TA1535_S9,Negative,Test,CC1(C)C2CC3OC3(C)C1C2
gmtamesQSAR_6965,TA1535_S9,Negative,Test,N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1
gmtamesQSAR_6969,TA1535_S9,Positive,Test,CC(C)(COCC1CO1)COCC1CO1
gmtamesQSAR_6976,TA1535_S9,Negative,Test,c1ccc(Nc2cccc3ccccc23)cc1
gmtamesQSAR_6984,TA1535_S9,Negative,Test,CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1
gmtamesQSAR_7024,TA1535_S9,Positive,Test,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1
gmtamesQSAR_7028,TA1535_S9,Negative,Test,C1=Cc2cc3c4ccccc4ccc3c3cccc1c23
gmtamesQSAR_7033,TA1535_S9,Negative,Test,CCC(=O)CCCCCC1NC(=O)C2CCCCN2C(=O)C([C@H](C)CC)NC(=O)C(CC2=CN(OC)C3C=CC=CC23)NC1=O
gmtamesQSAR_7044,TA1535_S9,Negative,Test,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1
gmtamesQSAR_7047,TA1535_S9,Negative,Test,O=c1[nH]cnn1CC(O)(Cc1ccccc1Cl)C1(Cl)CC1
gmtamesQSAR_7055,TA1535_S9,Negative,Test,COc1ccc(/C(=C/C(=O)N2CCOCC2)c2ccc(Cl)cc2)cc1OC
gmtamesQSAR_7058,TA1535_S9,Negative,Test,O=C(n1ccnc1)n1ccnc1
gmtamesQSAR_7125,TA1535_S9,Negative,Test,CC(C(=O)O)c1ccc(Oc2nccs2)cc1
gmtamesQSAR_7127,TA1535_S9,Negative,Test,O=NN1CN2CN(C1)CN(N=O)C2
gmtamesQSAR_7137,TA1535_S9,Negative,Test,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12
gmtamesQSAR_7139,TA1535_S9,Negative,Test,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1
gmtamesQSAR_7145,TA1535_S9,Negative,Test,CNc1oc(-c2ccccc2)c(O)c1-c1cccc(C(F)(F)F)c1
gmtamesQSAR_7150,TA1535_S9,Negative,Test,O=C(O)CCCCC1SCC2NC(=O)NC21
gmtamesQSAR_7185,TA1535_S9,Negative,Test,COC(=O)C1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
gmtamesQSAR_7188,TA1535_S9,Negative,Test,CCOC(=O)OC1=C(c2cc(C)ccc2C)C(=O)NC12CCC(OC)CC2
gmtamesQSAR_7210,TA1535_S9,Negative,Test,c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1
gmtamesQSAR_7216,TA1535_S9,Negative,Test,Cn1nnc(-c2cnn(C)c2S(N)(=O)=O)n1
gmtamesQSAR_7229,TA1535_S9,Negative,Test,O=C1CC(=Nc2ccccc2)C(=O)c2ccccc21
gmtamesQSAR_7234,TA1535_S9,Negative,Test,Cc1cc(Cc2ccccc2)ccc1Cc1ccccc1
gmtamesQSAR_7290,TA1535_S9,Negative,Test,CCOC(=O)c1[nH]n(-c2ccc(S([O])(=O)=O)cc2)c(=O)c1N=Nc1ccc(S([O])(=O)=O)c2ccccc12
gmtamesQSAR_7295,TA1535_S9,Negative,Test,O=C(O)c1cc(O)c(C(=O)C2CC2)c(O)c1
gmtamesQSAR_7299,TA1535_S9,Negative,Test,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC
gmtamesQSAR_7328,TA1535_S9,Negative,Test,O=c1c2ccccc2[se]n1-c1ccccc1
gmtamesQSAR_7336,TA1535_S9,Negative,Test,O=C1CC(O)(CCO)C=c2oc(=C3C=CC(O)(CCO)C(O)(CCO)C3)c(=O)c(O)c21
gmtamesQSAR_7342,TA1535_S9,Negative,Test,c1ccc(COCc2ccccc2)cc1
gmtamesQSAR_7349,TA1535_S9,Negative,Test,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1
gmtamesQSAR_7359,TA1535_S9,Negative,Test,Cc1ccc(S(=O)(=O)Oc2ccc(/N=N/c3ccc(-c4ccc(N=Nc5c(O)ccc6cc(S([O])(=O)=O)cc(S([O])(=O)=O)c56)c(C)c4)cc3C)cc2)cc1
gmtamesQSAR_7363,TA1535_S9,Negative,Test,O=C1O[C@H](c2ccc(Cl)cc2)C[C@]1(Cn1cncn1)c1ccccc1
gmtamesQSAR_7374,TA1535_S9,Negative,Test,CCC(C)C(C(CC(=O)N1CCCC1C(OC)C(C)C(=O)NC(Cc1ccccc1)c1nccs1)OC)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C)C(C)C
gmtamesQSAR_7387,TA1535_S9,Negative,Test,CC1CN(N=O)CC(C)N1C(=O)c1ccccc1
gmtamesQSAR_7393,TA1535_S9,Negative,Test,COc1cc(O)c2c(O)c3c(c4c2c1C1(C4)C(C)=CCCC1(C)C)C(O)C1(O)CC(=O)C(C(N)=O)C(=O)C1(O)C3=O
gmtamesQSAR_7404,TA1535_S9,Negative,Test,O=C1NCC[n+]2ccccc21
gmtamesQSAR_7422,TA1535_S9,Negative,Test,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
gmtamesQSAR_7440,TA1535_S9,Negative,Test,Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OC[C@@]1(O)C2
gmtamesQSAR_7451,TA1535_S9,Negative,Test,O=C1NS(=O)(=O)c2ccsc21
gmtamesQSAR_7469,TA1535_S9,Negative,Test,CCO[C@@H]1[C@@H](OC)[C@H](C)O[C@@H](OC2C[C@H]3CC[C@@H]4C(=CC5C(=O)C(C)[C@@H](O[C@H]6CC[C@H](N(C)C)[C@@H](C)O6)CCC[C@H](CC)OC(=O)CC54)[C@@H]3C2)[C@@H]1OC
gmtamesQSAR_7494,TA1535_S9,Negative,Test,N#CC1=C(c2cccc3c2OC(F)(F)O3)C(=O)NC1=O
gmtamesQSAR_7506,TA1535_S9,Negative,Test,Cn1cc(C(=O)Nc2cccc3c2[C@@H]2CC[C@H]3[C@@H]2C(C)(C)O)c(C(F)F)n1
gmtamesQSAR_7519,TA1535_S9,Negative,Test,c1ccc2sc(SN(C3CCCCC3)C3CCCCC3)nc2c1
gmtamesQSAR_7565,TA1535_S9,Positive,Test,O=NN1CCC(=O)CC1
gmtamesQSAR_7566,TA1535_S9,Negative,Test,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1
gmtamesQSAR_7571,TA1535_S9,Negative,Test,CN(C)c1ccc([C+](c2ccc(N(C)C)cc2)c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1
gmtamesQSAR_7583,TA1535_S9,Negative,Test,C=CCC1(C(C)C#CCC)C(=O)N=C([O])N(C)C1=O
gmtamesQSAR_7590,TA1535_S9,Negative,Test,c1ccc(-c2cccnc2)nc1
gmtamesQSAR_7630,TA1535_S9,Negative,Test,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
gmtamesQSAR_7637,TA1535_S9,Negative,Test,CN1[C@@H]2C[C@H](OC(=O)C(CO)c3ccccc3)C[C@H]1C1OC12
gmtamesQSAR_7645,TA1535_S9,Negative,Test,C[C@]12CC(C=O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
gmtamesQSAR_7649,TA1535_S9,Negative,Test,C1=Cc2c3ccc4cccc5ccc(c6cccc1c26)c3c45
gmtamesQSAR_7656,TA1535_S9,Negative,Test,CCOC(O)=c1cc(O)c(=C(O)C2CC2)c(O)c1
gmtamesQSAR_7658,TA1535_S9,Negative,Test,Cc1cc(C)nc(Nc2ccccc2)n1
gmtamesQSAR_7709,TA1535_S9,Negative,Test,CC1CC2OC(=O)C3(C)C2C(OC3(C)O)C2(C)C(=O)C=CC12
gmtamesQSAR_7712,TA1535_S9,Negative,Test,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C([O])=O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O
gmtamesQSAR_7721,TA1535_S9,Negative,Test,C1CCCC2OC2CC1
gmtamesQSAR_7724,TA1535_S9,Negative,Test,CC1=NC(C)=C(P2(=O)OCC(C)(C)CO2)C(c2cccc([N+](=O)[O-])c2)C1C(=O)OCCN(Cc1ccccc1)c1ccccc1
gmtamesQSAR_7738,TA1535_S9,Negative,Test,CCC(=O)N(c1ccc(Cl)c(Cl)c1)[C@@H]1CCC[C@H]1N(C)C
gmtamesQSAR_7753,TA1535_S9,Negative,Test,CON=C(C(=O)NC1C(=O)N2C(C([O])=O)=C(CSC(=O)c3ccco3)CS[C@H]12)c1csc(N)n1
gmtamesQSAR_7768,TA1535_S9,Negative,Test,Nc1cnn(-c2ccccc2)c(=O)c1Cl
gmtamesQSAR_7777,TA1535_S9,Negative,Test,[O]C(=O)CC(O)CC(O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
gmtamesQSAR_7783,TA1535_S9,Negative,Test,Nc1cc2nc3ccc(Cl)cc3oc-2cc1=O
gmtamesQSAR_7784,TA1535_S9,Negative,Test,CCc1nn(C)c(C(=O)Nc2ccc(C(C)(C)C(=O)O)cc2)c1Cl
gmtamesQSAR_7785,TA1535_S9,Negative,Test,O=C1NS(=O)(=O)Cc2ccccc21
gmtamesQSAR_7789,TA1535_S9,Negative,Test,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1
gmtamesQSAR_7796,TA1535_S9,Negative,Test,CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1
gmtamesQSAR_7803,TA1535_S9,Negative,Test,O=C1CCCCCCCCCCCC(=O)OCCO1
gmtamesQSAR_7821,TA1535_S9,Negative,Test,Nc1ccc(N)c2c(O)c3ccccc3c(O)c12
gmtamesQSAR_7836,TA1535_S9,Negative,Test,CCC(C)(C)C(=O)OC1=C(c2cc(Cl)cc(Cl)c2)C(=O)OC12CCCCC2
gmtamesQSAR_7880,TA1535_S9,Negative,Test,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC
gmtamesQSAR_7912,TA1535_S9,Positive,Test,C[C@]12CC[C@@H](OC(=O)/C=C/c3cccc(N(CCCl)CCCl)c3)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)NC(=O)CC[C@@H]12
gmtamesQSAR_7917,TA1535_S9,Negative,Test,Cn1c(=O)nc(NC(C)(C)C)[nH]c1=O
gmtamesQSAR_7937,TA1535_S9,Negative,Test,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21
gmtamesQSAR_7941,TA1535_S9,Negative,Test,CC(C)C(c1ccc(Cl)cc1)C(C#N)c1cccc(Oc2ccccc2)c1
gmtamesQSAR_7962,TA1535_S9,Negative,Test,CC1(C)S[C@@H]2C(NC(=O)COc3ccccc3)C(=O)N2C1C([O])=O
gmtamesQSAR_7971,TA1535_S9,Negative,Test,CSc1nnc(C(C)(C)C)c(=O)n1N
gmtamesQSAR_8029,TA1535_S9,Negative,Test,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl
gmtamesQSAR_8053,TA1535_S9,Negative,Test,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1
gmtamesQSAR_8068,TA1535_S9,Negative,Test,c1ccc2c(c1)Oc1ccccc1S2
gmtamesQSAR_8082,TA1535_S9,Negative,Test,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C
gmtamesQSAR_8111,TA1535_S9,Negative,Test,CCC([O])=c1c(O)cc(=C(O)O)cc1O
gmtamesQSAR_8119,TA1535_S9,Negative,Test,c1ccc(-c2ccccn2)nc1
gmtamesQSAR_8120,TA1535_S9,Negative,Test,CC1(C)CC/C(=C\c2ccc(Cl)cc2)C1(O)Cn1cncn1
gmtamesQSAR_8131,TA1535_S9,Negative,Test,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c1C2=O
gmtamesQSAR_8139,TA1535_S9,Negative,Test,c1cc[n+]2c(c1)-c1cccc[n+]1CC2
gmtamesQSAR_8144,TA1535_S9,Negative,Test,c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1
gmtamesQSAR_8169,TA1535_S9,Negative,Test,CC(=O)Oc1cc(C=O)cc2c1C(COC(N)=O)C1(OC(C)=O)ON2CC2C1N2C(C)=O
gmtamesQSAR_8172,TA1535_S9,Negative,Test,N#Cc1c(N)nc(NC2CC2)nc1N
gmtamesQSAR_8173,TA1535_S9,Negative,Test,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4C2C3=O)O1
gmtamesQSAR_8178,TA1535_S9,Negative,Test,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1
gmtamesQSAR_8181,TA1535_S9,Negative,Test,O=S(=O)(O)c1ccnn1CC(O)(Cc1ccccc1Cl)C1(Cl)CC1
gmtamesQSAR_8214,TA1535_S9,Negative,Test,Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1
gmtamesQSAR_8245,TA1535_S9,Negative,Test,O=S1(=O)CC=CC1
gmtamesQSAR_8254,TA1535_S9,Negative,Test,CC1(C)S[C@H]2C(NC(=O)COc3ccccc3)C(=O)N2C1C([O])=O
gmtamesQSAR_3589,TA1537_S9,Negative,Test,BrC1CC(Br)CC(Br)CC(Br)CC(Br)CC(Br)C1
gmtamesQSAR_3600,TA1537_S9,Negative,Test,O=c1c2cc(F)ccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl
gmtamesQSAR_3633,TA1537_S9,Positive,Test,COc1cc2c(cc1OC)CN(N=O)CC2
gmtamesQSAR_3655,TA1537_S9,Negative,Test,O=C1CC2SCC=CN12
gmtamesQSAR_3660,TA1537_S9,Negative,Test,CCc1nc2c(o1)CC(CC(C)S(=O)(=O)CC)CC2=O
gmtamesQSAR_3663,TA1537_S9,Negative,Test,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1
gmtamesQSAR_3664,TA1537_S9,Negative,Test,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1
gmtamesQSAR_3668,TA1537_S9,Negative,Test,O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1
gmtamesQSAR_3694,TA1537_S9,Positive,Test,c1cc(-c2ccncc2)ccn1
gmtamesQSAR_3701,TA1537_S9,Negative,Test,Cc1cc(C(=O)NNCc2ccccc2)no1
gmtamesQSAR_3703,TA1537_S9,Negative,Test,CC1C(c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCC(O)C1
gmtamesQSAR_3714,TA1537_S9,Negative,Test,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)C[C@H]2CCCC[C@@H]21
gmtamesQSAR_3715,TA1537_S9,Negative,Test,CC(=O)c1c(O)cc(C)oc1=O
gmtamesQSAR_3727,TA1537_S9,Negative,Test,CC1=C(C(N)=O)[S+]([O-])CCO1
gmtamesQSAR_3734,TA1537_S9,Negative,Test,COC(=O)C1=C(C)N=C(C)C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1
gmtamesQSAR_3740,TA1537_S9,Negative,Test,c1ccc(CSCc2ccccc2)cc1
gmtamesQSAR_3767,TA1537_S9,Negative,Test,C1COCCOCCOCCO1
gmtamesQSAR_3793,TA1537_S9,Negative,Test,O=C1CCCCCCCCCCCCCCO1
gmtamesQSAR_3798,TA1537_S9,Negative,Test,CCCC(=NOCC)C1C(=O)CC(C2CCCSC2)CC1=O
gmtamesQSAR_3819,TA1537_S9,Negative,Test,Cc1nnc(-c2ccccc2)c(=O)n1N
gmtamesQSAR_3848,TA1537_S9,Negative,Test,CN(C)CCN(Cc1ccsc1)c1ccccn1
gmtamesQSAR_3879,TA1537_S9,Negative,Test,CCON=C(CC)C1C(=O)CC(c2c(C)cc(C)cc2C)CC1=O
gmtamesQSAR_3888,TA1537_S9,Negative,Test,CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1
gmtamesQSAR_3892,TA1537_S9,Negative,Test,CC1=NC(=N)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)C(c2cccc([N+](=O)[O-])c2)C1C(=O)OC(C)C
gmtamesQSAR_3911,TA1537_S9,Negative,Test,CC1(C)Nc2nc(=O)[nH]c(=O)n2C1O
gmtamesQSAR_3923,TA1537_S9,Negative,Test,C1CSCCS1
gmtamesQSAR_3928,TA1537_S9,Negative,Test,ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl
gmtamesQSAR_3944,TA1537_S9,Negative,Test,CCCCc1c(C)[nH]c(NCC)nc1=O
gmtamesQSAR_3996,TA1537_S9,Negative,Test,O=C(NCCc1ncc(C(F)(F)F)cc1Cl)c1ccccc1C(F)(F)F
gmtamesQSAR_4018,TA1537_S9,Negative,Test,C[C@]12CC[C@H](OC(=O)/C=C/c3cccc(N(CCCl)CCCl)c3)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)NC(=O)CC[C@@H]12
gmtamesQSAR_4039,TA1537_S9,Negative,Test,C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)NC(=O)CC[C@@H]12
gmtamesQSAR_4040,TA1537_S9,Negative,Test,Nc1nc(N)nc(-c2ccccc2)n1
gmtamesQSAR_4058,TA1537_S9,Negative,Test,CCO[C@@H]1[C@@H](OC)[C@H](C)O[C@@H](O[C@@H]2C[C@H]3CC[C@@H]4C(=CC5C(=O)C(C)[C@@H](OC6CC[C@H](NC)[C@@H](C)O6)CCC[C@H](CC)OC(=O)C[C@H]54)[C@@H]3C2)[C@@H]1OC
gmtamesQSAR_4070,TA1537_S9,Negative,Test,NC(=O)c1cc[n+](COCN2C=CC=CC2=C=[NH+]O)cc1
gmtamesQSAR_4076,TA1537_S9,Negative,Test,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1
gmtamesQSAR_4089,TA1537_S9,Negative,Test,COC1=CC=CC=CC1
gmtamesQSAR_4109,TA1537_S9,Negative,Test,CCCCCCC(O)C1C2=C(CC(C(O)C3CC=CC(=O)O3)CC3=C(C(=O)OC3=O)C1O)C(=O)OC2=O
gmtamesQSAR_4110,TA1537_S9,Negative,Test,CC1(C)[C@@H](O[C@H]2OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)C3C(=O)C=C4C5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12
gmtamesQSAR_4133,TA1537_S9,Negative,Test,Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1
gmtamesQSAR_4139,TA1537_S9,Negative,Test,COc1ccc(C(=O)Nc2ccccc2)cc1N=Nc1c(O)c(C(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)cc2ccccc12
gmtamesQSAR_4232,TA1537_S9,Negative,Test,Cc1c(C(=O)O)ccc(S(C)(=O)=O)c1C1=NOCC1
gmtamesQSAR_4239,TA1537_S9,Negative,Test,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
gmtamesQSAR_4269,TA1537_S9,Negative,Test,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1
gmtamesQSAR_4271,TA1537_S9,Negative,Test,C1C2CC3CC1CC(C2)C3
gmtamesQSAR_4272,TA1537_S9,Negative,Test,CC1(C)C[C@@H](O)/C(=C\c2ccc(Cl)cc2)C1[C@H](O)Cn1cncn1
gmtamesQSAR_4273,TA1537_S9,Negative,Test,Cn1cc(C(=O)Nc2cccc3c2[C@H]2CC[C@@H]3[C@H]2C(C)(C)O)c(C(F)F)n1
gmtamesQSAR_4306,TA1537_S9,Negative,Test,Nc1nc(N)nc(NC2CC2)n1
gmtamesQSAR_4309,TA1537_S9,Negative,Test,CC(=O)O[C@H]1C[C@@H]2C(COC(=O)CC(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@@H]2[C@@]12CO2
gmtamesQSAR_4333,TA1537_S9,Negative,Test,C=C1CC[C@H]2C[C@@H]1C2(C)C
gmtamesQSAR_4334,TA1537_S9,Negative,Test,Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1
gmtamesQSAR_4360,TA1537_S9,Negative,Test,Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1
gmtamesQSAR_4362,TA1537_S9,Negative,Test,C[C@]12CC[C@H](OC(=O)/C=C/c3cccc(N(CCCl)CCCl)c3)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)NC(=O)CC[C@@H]12
gmtamesQSAR_4371,TA1537_S9,Negative,Test,Cc1c(-c2cnccn2)ssc1=S
gmtamesQSAR_4383,TA1537_S9,Negative,Test,CC(=O)NCCc1ccc(O)c(C2C(=O)C(=O)c3c(c(O)c4c(C(=O)O)c(C(=O)O)c(O)cc4c3O)C2=O)c1
gmtamesQSAR_4396,TA1537_S9,Negative,Test,COc1cc(C=CC(=O)O[C@H]2CC[C@]34C[C@]35CC[C@]3(C)[C@@H]([C@H](C)CCC=C(C)C)CC[C@@]3(C)[C@@H]5CC[C@H]4C2(C)C)ccc1O
gmtamesQSAR_4419,TA1537_S9,Negative,Test,c1ccc(N(c2ccccc2)c2ccccc2)cc1
gmtamesQSAR_4432,TA1537_S9,Positive,Test,O=[N+]([O-])c1ccc(/C=N/C2SNc3ccccc32)o1
gmtamesQSAR_4478,TA1537_S9,Negative,Test,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
gmtamesQSAR_4480,TA1537_S9,Negative,Test,ClC1=CC(c2cc(Cl)ccc2Cl)=C(Cl)C2OC12
gmtamesQSAR_4484,TA1537_S9,Negative,Test,O=C1c2ccccc2-c2ccc3c4c(ccc1c24)-c1ccccc1C3=O
gmtamesQSAR_4527,TA1537_S9,Negative,Test,C[C@H](O)C1C(=O)N2C(C([O])=O)=C([C@@H]3CCCO3)C[C@@H]12
gmtamesQSAR_4536,TA1537_S9,Negative,Test,C1N2CN3CN1CN(C2)C3
